Edad,Rol,Zona,Tipo de siniestro,Dia de la semana,Hora,Tipo de Vehiculo,X,Y,Dia,Mes,isMale,isHeridoLeve
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,21,AUTO,571605,6147955,1,7,False,True
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,BICICLETA,574380,6142060,1,7,True,True
35.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,21,MOTO,578580,6137530,1,7,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,577485,6140690,1,7,True,True
46.0, PASAJERO,RURAL, COLISION ENTRE VEHICULOS, JUEVES,2,CAMIONETA,561550,6141920,2,7,False,True
60.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,7,AUTO,573735,6137505,2,7,True,True
28.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,7,MOTO CON CASCO,567325,6148725,2,7,True,False
45.0, CONDUCTOR,URBANA, CAIDA, JUEVES,8,MOTO CON CASCO,579525,6141005,2,7,False,True
53.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,11,AUTO,577105,6140730,2,7,False,True
23.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, JUEVES,16,MOTO,571270,6142050,2,7,False,True
25.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, JUEVES,16,MOTO,571270,6142050,2,7,True,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,20,MOTO CON CASCO,583390,6140865,2,7,True,False
15.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,20,MOTO CON CASCO,581840,6140040,2,7,True,False
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,20,MOTO CON CASCO,581840,6140040,2,7,True,True
59.0, CONDUCTOR,URBANA, CAIDA, JUEVES,22,MOTO CON CASCO,572880,6140880,2,7,True,True
45.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,21,BICICLETA,581105,6145785,2,7,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,MOTO CON CASCO,572975,6136825,3,7,True,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,AUTO,571115,6141785,3,7,True,True
9.0, PASAJERO,URBANA, DESPISTE, VIERNES,0,AUTO,571165,6147255,3,7,False,False
11.0, PASAJERO,URBANA, DESPISTE, VIERNES,0,AUTO,571165,6147255,3,7,False,False
34.0, PASAJERO,URBANA, DESPISTE, VIERNES,0,AUTO,571165,6147255,3,7,False,True
17.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,3,MOTO CON CASCO,571155,6144595,3,7,False,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,7,AUTO,576720,6136110,3,7,True,True
40.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,9,MOTO CON CASCO,575670,6138815,3,7,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,13,MOTO,576520,6142685,3,7,True,True
58.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,13,CAMIONETA,579040,6143805,3,7,True,True
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,15,MOTO CON CASCO,582090,6142795,3,7,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,14,MOTO CON CASCO,570875,6143050,3,7,True,False
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,16,MOTO CON CASCO,577840,6143170,3,7,False,True
17.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,16,MOTO,576280,6150200,3,7,True,True
17.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,16,MOTO,576280,6150200,3,7,True,True
36.0, CONDUCTOR,URBANA, CAIDA, VIERNES,18,MOTO CON CASCO,569600,6146180,3,7,True,True
39.0, PASAJERO,URBANA, CAIDA, VIERNES,18,MOTO CON CASCO,569600,6146180,3,7,True,False
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO CON CASCO,584450,6138170,3,7,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,MOTO CON CASCO,571455,6141725,3,7,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,14,MOTO CON CASCO,579890,6146040,3,7,True,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,0,MOTO,579525,6141005,4,7,True,False
38.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,6,MOTO CON CASCO,578245,6142535,4,7,True,True
21.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,10,MOTO,576560,6142745,4,7,True,True
44.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,11,MOTO CON CASCO,579930,6143715,4,7,False,True
66.0, PASAJERO,URBANA, COLISION CON OBSTI�CULO EN CALZADA, SABADO,9,AUTO,574370,6141220,4,7,False,True
25.0, CONDUCTOR,URBANA, COLISION CON OBSTI�CULO EN CALZADA, SABADO,9,AUTO,574370,6141220,4,7,True,True
78.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,11,AUTO,576200,6141075,4,7,False,True
71.0, PEATON,URBANA, CAIDA, SABADO,12,MOTO,571425,6142485,4,7,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,MOTO CON CASCO,578955,6140945,4,7,True,True
27.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,MOTO CON CASCO,578955,6140945,4,7,True,True
40.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,14,MOTO CON CASCO,583100,6147905,4,7,True,True
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,15,MOTO CON CASCO,586095,6140175,4,7,True,False
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,16,MOTO,577635,6144465,4,7,True,True
65.0, PASAJERO,SUBURBANA, CAIDA, SABADO,16,OMNIBUS,576555,6145910,4,7,True,True
54.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,18,MOTO,578745,6140545,4,7,False,True
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,17,MOTO,574395,6140955,4,7,True,True
70.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,19,MOTO,574235,6138240,4,7,False,True
10.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,576630,6135505,4,7,False,True
49.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,576630,6135505,4,7,False,True
74.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,576630,6135505,4,7,False,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,21,MOTO CON CASCO,574605,6137215,4,7,False,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,22,MOTO CON CASCO,574505,6138700,4,7,True,True
28.0, PASAJERO,URBANA, CAIDA, SABADO,22,MOTO CON CASCO,578965,6148220,4,7,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,MOTO CON CASCO,564885,6143150,5,7,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,8,AUTO,575810,6135240,5,7,False,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,8,AUTO,577485,6137235,5,7,False,True
43.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,8,BICICLETA,575920,6138735,5,7,True,True
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,9,MOTO CON CASCO,575950,6144140,5,7,True,True
53.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,6,AUTO,570965,6151010,5,7,False,True
65.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,AUTO,577355,6135105,5,7,False,True
56.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,MOTO CON CASCO,568475,6139045,5,7,False,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,11,MOTO,579050,6141600,5,7,False,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,12,MOTO CON CASCO,573945,6137945,5,7,True,True
33.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,15,MOTO,574710,6137675,5,7,True,True
47.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,15,MOTO CON CASCO,574710,6137675,5,7,True,True
51.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,14,MOTO,578530,6140130,5,7,True,True
48.0, PEATON,URBANA, COLISION CON OBSTI�CULO EN CALZADA, DOMINGO,14,MOTO,576810,6138750,5,7,True,True
35.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,16,MOTO,573135,6140345,5,7,False,True
22.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,17,MOTO,575920,6141780,5,7,False,False
61.0, CONDUCTOR,SUBURBANA, CAIDA, DOMINGO,17,MOTO,579210,6145875,5,7,True,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO,576390,6144015,5,7,False,True
35.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO,576390,6144015,5,7,True,True
7.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO,576390,6144015,5,7,True,True
19.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,20,MOTO,573280,6143345,5,7,True,True
43.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, DOMINGO,21,MOTO CON CASCO,579860,6143005,5,7,False,True
32.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, LUNES,6,MOTO CON CASCO,578615,6142795,6,7,False,True
23.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, LUNES,6,MOTO CON CASCO,578615,6142795,6,7,True,True
39.0, CONDUCTOR,SUBURBANA, ATROPELLO DE ANIMALES, LUNES,11,MOTO CON CASCO,571425,6145275,6,7,True,True
58.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,15,MOTO,578700,6140585,6,7,False,True
24.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,10,MOTO,574650,6137355,6,7,False,True
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,18,MOTO CON CASCO,574325,6138560,6,7,False,True
27.0, CONDUCTOR,URBANA, CAIDA, LUNES,17,MOTO CON CASCO,570750,6142435,6,7,True,True
10.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, LUNES,17,AUTO,579260,6142035,6,7,False,True
18.0, PASAJERO,URBANA, DESPISTE, LUNES,18,MOTO CON CASCO,566120,6145105,6,7,False,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,18,MOTO CON CASCO,576260,6141025,6,7,True,False
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,19,MOTO,567130,6140460,6,7,True,True
9.0, PASAJERO,URBANA, CAIDA, LUNES,21,MOTO CON CASCO,576460,6148960,6,7,True,True
38.0, CONDUCTOR,URBANA, CAIDA, LUNES,21,MOTO,576460,6148960,6,7,True,True
51.0, PASAJERO,URBANA, CAIDA, LUNES,22,MOTO CON CASCO,574805,6142925,6,7,True,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,22,MOTO CON CASCO,577915,6140175,6,7,True,True
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,22,MOTO CON CASCO,577915,6140175,6,7,True,True
67.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,18,MOTO,575805,6139950,6,7,True,True
33.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,5,CAMION,576230,6139060,7,7,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,7,BICICLETA,569500,6140790,7,7,True,True
24.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,7,MOTO CON CASCO,567540,6153280,7,7,False,False
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,7,MOTO CON CASCO,567540,6153280,7,7,True,False
26.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,6,MOTO CON CASCO,574695,6137920,7,7,True,False
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,6,MOTO CON CASCO,574695,6137920,7,7,True,False
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,AUTO,583390,6140865,7,7,True,True
36.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,CAMIONETA,583390,6140865,7,7,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,9,MOTO CON CASCO,571645,6146885,7,7,True,True
42.0, CONDUCTOR,URBANA, CAIDA, MARTES,10,MOTO,577105,6140730,7,7,False,True
24.0, CONDUCTOR,URBANA, CAIDA, MARTES,9,MOTO CON CASCO,566720,6139980,7,7,True,True
74.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,13,AUTO,576010,6139040,7,7,True,True
35.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,14,MOTO CON CASCO,570215,6149300,7,7,True,True
50.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,16,MOTO CON CASCO,578160,6140345,7,7,True,True
85.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,16,MOTO,574180,6137120,7,7,False,False
21.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,16,MOTO CON CASCO,570355,6143185,7,7,True,True
19.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,18,CAMIONETA,577995,6140590,7,7,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,19,MOTO CON CASCO,576040,6144530,7,7,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,19,MOTO CON CASCO,574820,6141215,7,7,True,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,14,MOTO,574925,6141515,7,7,True,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,0,MOTO CON CASCO,578865,6137635,8,7,True,True
57.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,9,MOTO,578545,6145880,8,7,False,True
50.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,9,AUTO,573315,6143240,8,7,False,True
43.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,11,MOTO CON CASCO,575695,6139840,8,7,True,True
38.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,9,AUTO,568285,6139620,8,7,False,True
71.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,9,AUTO,568285,6139620,8,7,True,True
84.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, MIERCOLES,12,MOTO,578780,6147255,8,7,True,False
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,MOTO CON CASCO,574900,6142700,8,7,True,True
54.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,14,MOTO CON CASCO,578180,6138735,8,7,False,True
40.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,14,MOTO CON CASCO,576815,6141005,8,7,False,True
42.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,14,MOTO CON CASCO,576815,6141005,8,7,True,True
7.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,MOTO CON CASCO,575190,6140380,8,7,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO,578875,6143430,8,7,True,True
48.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,MOTO CON CASCO,560000,6146765,8,7,True,True
34.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,19,MOTO CON CASCO,575085,6140320,8,7,True,True
20.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO,581005,6147965,8,7,True,False
30.0, PASAJERO,URBANA, CAIDA, MIERCOLES,21,BICICLETA,578840,6141440,8,7,False,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,22,MOTO CON CASCO,570965,6149880,8,7,False,True
49.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,2,BICICLETA,575695,6141400,9,7,True,True
34.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,8,MOTO CON CASCO,578435,6145465,9,7,True,True
33.0, CONDUCTOR,SUBURBANA, CAIDA, JUEVES,9,MOTO,575200,6141025,9,7,True,True
32.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,11,MOTO CON CASCO,574265,6140105,9,7,False,True
6.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,12,AUTO,579340,6146200,9,7,False,False
27.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,12,AUTO,579340,6146200,9,7,False,True
33.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,14,MOTO CON CASCO,576695,6148160,9,7,False,True
62.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,15,MOTO,577945,6138970,9,7,False,True
37.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,17,MOTO,571390,6142520,9,7,False,True
48.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,18,AUTO,578595,6145180,9,7,False,True
26.0, CONDUCTOR,URBANA, CAIDA, JUEVES,20,MOTO CON CASCO,577085,6139570,9,7,True,True
28.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,20,AUTO,578140,6137230,9,7,False,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,21,MOTO CON CASCO,583390,6140865,9,7,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,21,MOTO CON CASCO,578545,6145880,9,7,True,False
28.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,22,MOTO CON CASCO,576835,6139045,9,7,True,True
56.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,22,AUTO,576835,6139045,9,7,True,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,MOTO CON CASCO,575040,6141855,10,7,True,True
23.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,1,MOTO CON CASCO,573825,6137095,10,7,False,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,1,MOTO CON CASCO,573825,6137095,10,7,True,True
54.0, CONDUCTOR,URBANA, DESPISTE, VIERNES,1,AUTO,571050,6142945,10,7,True,True
6.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,12,MOTO,578540,6145785,10,7,True,True
33.0, PASAJERO,SUBURBANA, DESPISTE, VIERNES,14,AUTO,563050,6149190,10,7,False,True
32.0, CONDUCTOR,SUBURBANA, DESPISTE, VIERNES,14,AUTO,563050,6149190,10,7,True,True
45.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,16,AUTO,585220,6149710,10,7,False,True
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,16,MOTO,569230,6142800,10,7,True,True
49.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, VIERNES,19,MOTO,572020,6148070,10,7,True,True
60.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,CAMIONETA,584460,6149215,10,7,True,False
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO,570705,6146920,10,7,True,True
17.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,MOTO CON CASCO,577725,6142690,10,7,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,MOTO CON CASCO,577725,6142690,10,7,False,True
20.0, PASAJERO,URBANA, DESPISTE, VIERNES,23,MOTO CON CASCO,575150,6138460,10,7,False,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,22,AUTO,580810,6145400,10,7,True,True
23.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, VIERNES,23,MOTO,566610,6143250,10,7,True,False
63.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,6,MOTO CON CASCO,568335,6141775,11,7,True,True
54.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,8,MOTO,573715,6137400,11,7,False,False
13.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,10,MOTO,577375,6137620,11,7,True,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,11,MOTO CON CASCO,579570,6137790,11,7,True,True
46.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,11,CAMIONETA,579040,6140525,11,7,False,True
67.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,13,AUTO,574505,6138490,11,7,True,True
36.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, SABADO,13,MOTO,579560,6142925,11,7,False,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,14,MOTO CON CASCO,577080,6135590,11,7,True,True
15.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,18,MOTO,567820,6141900,11,7,False,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,560055,6147080,11,7,False,False
70.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,CAMIONETA,560055,6147080,11,7,True,False
31.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,20,MOTO CON CASCO,571080,6143800,11,7,False,True
9.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,20,MOTO CON CASCO,571080,6143800,11,7,True,True
14.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,19,MOTO,568745,6140705,11,7,True,True
42.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,577945,6142060,11,7,False,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,577945,6142060,11,7,True,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,20,MOTO CON CASCO,571940,6143570,11,7,True,True
75.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,AUTO,584550,6140970,11,7,True,True
73.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,21,MOTO,579355,6139185,11,7,True,False
45.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,22,MOTO CON CASCO,576400,6149380,11,7,True,True
43.0, CONDUCTOR,URBANA, CAIDA, SABADO,11,MOTO CON CASCO,571825,6136610,11,7,True,True
39.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,CAMIONETA,574955,6137375,12,7,True,True
49.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,CAMIONETA,574955,6137375,12,7,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,MOTO CON CASCO,568325,6141750,12,7,False,False
45.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,11,MOTO CON CASCO,570565,6143150,12,7,True,True
66.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,11,MOTO,576645,6139525,12,7,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,AUTO,575560,6146325,12,7,True,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,MOTO,575560,6146325,12,7,True,False
15.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,BICICLETA,570835,6142085,12,7,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,15,MOTO CON CASCO,568245,6141145,12,7,True,True
23.0, PEATON,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,15,MOTO,574570,6139625,12,7,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,14,MOTO CON CASCO,576790,6142370,12,7,True,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,18,MOTO CON CASCO,575535,6141160,12,7,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,18,MOTO CON CASCO,574085,6145110,12,7,True,True
53.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,572670,6141155,12,7,True,True
57.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,18,MOTO,578955,6140945,12,7,False,False
20.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,23,MOTO CON CASCO,572770,6144450,12,7,True,True
21.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,22,MOTO,574085,6142245,12,7,False,False
22.0, CONDUCTOR,URBANA, ATROPELLO DE PEATON, DOMINGO,22,MOTO CON CASCO,574085,6142245,12,7,True,False
26.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,22,MOTO,574085,6142245,12,7,True,False
21.0, PASAJERO,URBANA, CAIDA, DOMINGO,23,MOTO CON CASCO,572445,6144985,12,7,False,True
47.0, CONDUCTOR,URBANA, CAIDA, DOMINGO,23,MOTO CON CASCO,572445,6144985,12,7,True,False
30.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,0,MOTO CON CASCO,576595,6139060,13,7,True,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,7,AUTO,574060,6138220,13,7,False,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,6,MOTO CON CASCO,570505,6148635,13,7,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,8,MOTO CON CASCO,574650,6137800,13,7,True,True
57.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,7,PEATON,575440,6141030,13,7,True,False
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,9,MOTO CON CASCO,576085,6145425,13,7,True,True
59.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,11,AUTO,574940,6137055,13,7,False,True
